name,section,name_desc
hpcboot,8,"load and boot kernel from Windows CE"
btpand,8,"Bluetooth PAN daemon"
bootparamd,8,"boot parameter server"
lastlogin,8,"indicate last login time of users"
rexecd,8,"remote execution server"
mount_umap,8,"user and group ID remapping file system layer"
ntpdc,8,"vendor-specific NTPD control program"
edquota,8,"edit user quotas"
pam,8,"Pluggable Authentication Modules framework"
mount_ados,8,"mount an AmigaDOS file system"
crash,8,"examine and debug system images"
swapctl,8,"system swap management tool"
dump,8,"file system backup"
mdnsd,8,"Multicast and Unicast DNS daemon"
hlfsd,8,"home-link file system daemon"
string2key,8,"map a password into a key"
boot,8,"system bootstrapping procedures"
fastboot,8,"reboot/halt the system without checking the disks"
ntalkd,8,"remote user communication server"
vgck,8,"check volume group metadata"
kgmon,8,"generate a dump of the operating system's profile buffers"
rescue,8,"rescue utilities in /rescue"
vgimport,8,"make exported volume groups known to the system"
amq,8,"automounter query tool"
mount_ext2fs,8,"mount an ext2 file system"
btconfig,8,"configure bluetooth devices"
ftpd,8,"Internet File Transfer Protocol server"
kcm,8,"process-based credential cache for Kerberos tickets."
rump_ext2fs,8,"mount a ext2fs image with a userspace server"
pvdisplay,8,"display attributes of a physical volume"
kstash,8,"store the KDC master password in a file"
fusermount,8,"manage librefuse mount items"
badsect,8,"create files to contain bad sectors"
fssconfig,8,"configure file system snapshot devices"
restore,8,"restore files or file systems from backups made with dump"
hprop,8,"propagate the KDC database"
sunlabel,8,"read or modify a SunOS disk label"
trpt,8,"transliterate protocol trace"
ping,8,"send ICMP ECHO_REQUEST packets to network hosts"
pfctl,8,"control the packet filter (PF) and network address translation (NAT) device"
ipwctl,8,"configure Intel PRO/Wireless 2100 network adapter"
irdaattach,8,"attach serial lines to IrDA frame driver"
pvremove,8,"remove a physical volume"
dhclient,8,"Dynamic Host Configuration Protocol Client"
pam_permit,8,"Promiscuous PAM module"
cnwctl,8,"display statistics and control Netwave AirSurfer PC Cards"
dnsblog,8,"Postfix DNS white/blacklist logger"
boot,8,"Macppc system bootstrapping procedures"
ofwboot,8,"Open Firmware boot command"
mount_overlay,8,"mount an overlay filesystem; demonstrate the use of an overlay file system layer"
boot,8,"system bootstrapping procedures"
local,8,"Postfix local mail delivery"
iscsi-initiator,8,"refuse-based iSCSI initiator"
apmlabel,8,"update disk label from Apple Partition Map"
gspa,8,"assembler for the GSP chip"
altqd,8,"ALTQ daemon"
fsdb,8,"FFS debugging/editing tool"
tcpdchk,8,"tcp wrapper configuration checker"
newfs_msdos,8,"construct a new MS-DOS (FAT) file system"
named-checkzone,8,"zone file validity checking or converting tool"
fdisk,8,"MS-DOS partition maintenance program"
mrouted,8,"IP multicast routing daemon"
pam_rootok,8,"RootOK PAM module"
psrset,8,"control processor sets"
rump_lfs,8,"mount a lfs image with a userspace server"
compat_linux,8,"setup procedure for running Linux binaries"
rump_udf,8,"mount a udf image with a userspace server"
kpasswdd,8,"Kerberos 5 password changing server"
syslogd,8,"log systems messages"
bootpd,8,"Internet Boot Protocol server/gateway"
lvm,8,"LVM2 tools"
mount_nilfs,8,"mount a NILFS file system"
mount_portal,8,"mount the portal daemon"
pam_rhosts,8,"rhosts PAM module"
ndbootd,8,"Sun Network Disk (ND) Protocol server"
catman,8,"format cat pages from man pages"
lvextend,8,"extend the size of a logical volume"
lvmdump,8,"create lvm2 information dumps for diagnostic purposes"
raidctl,8,"configuration utility for the RAIDframe disk driver"
pvck,8,"check physical volume metadata"
compat_svr4,8,"setup procedure for running SVR4/iBCS2 binaries compat_svr4_32 setup procedure for running 32-bit SVR4/iBCS2 binaries"
dumplfs,8,"dump file system information"
pvcsif,8,"configure ATM PVC sub interfaces"
vgreduce,8,"reduce a volume group"
dmctl,8,"manipulate device-mapper driver command"
dkscan_bsdlabel,8,"program to create wedges from a BSD disklabel"
iostat,8,"report I/O statistics"
vgrename,8,"rename a volume group"
sa,8,"print system accounting statistics"
compat_sunos,8,"setup procedure for m68k, sparc and sparc64 architectures"
rarpd,8,"Reverse ARP Daemon"
vgcreate,8,"create a volume group"
acpidump,8,"dump ACPI tables and ASL"
rpc.rwalld,8,"write messages to users currently logged in server"
pam_ssh,8,"authentication and session management with SSH private keys"
wiconfig,8,"configure WaveLAN/IEEE devices"
luactl,8,"control kernel Lua states"
dmsetup,8,"low level logical volume management"
iprop,8,"propagate changes to a Heimdal Kerberos master KDC to slave KDCs"
ipnat,8,"user interface to the NAT subsystem"
faithd,8,"FAITH IPv6/v4 translator daemon"
pam_krb5,8,"Kerberos 5 PAM module"
vndconfig,8,"configure vnode disks"
kadmin,8,"Kerberos administration utility"
ifwatchd,8,"watch for addresses added to or deleted from interfaces and call up/down-scripts for them"
diskpart,8,"calculate default disk partition sizes"
pam_ftpusers,8,"ftpusers PAM module"
compat_ibcs2,8,"setup procedure for running iBCS2 binaries"
pcnfsd,8,"(PC)NFS authentication and print request server"
vipw,8,"edit the password file"
mountd,8,"service remote NFS mount requests"
rbootd,8,"HP remote boot server"
pvctxctl,8,"display or control ATM PVC transmitter parameters"
lvremove,8,"remove a logical volume"
veriexec,8,"file integrity subsystem"
fsirand,8,"install random inode generation numbers in a filesystem"
supfilesrv,8,"sup server processes"
mount_psshfs,8,"sshfs implementation for puffs"
postinstall,8,"check and fix installation after system upgrades"
paxctl,8,"list and modify PaX flags associated with an ELF program"
rpc.lockd,8,"NFS file locking daemon"
i2cscan,8,"scan an IIC bus for devices"
showq,8,"list the Postfix mail queue"
tunefs,8,"tune up an existing file system"
lfs_cleanerd,8,"garbage collect a log-structured file system"
rump_efs,8,"mount a efs image with a userspace server"
pam_echo,8,"Echo PAM module"
lockstat,8,"display kernel locking statistics"
boot,8,"system bootstrapping procedures"
rtsold,8,"router solicitation daemon"
wakeonlan,8,"send Wake on LAN frames to hosts on a local Ethernet network"
compat_ultrix,8,"setup procedure for ULTRIX compatibility on MIPS and VAX architectures"
timedc,8,"timed control program"
scache,8,"Postfix shared connection cache server"
ncdcs,1,"update the CRC & size in an IBM Network Station 1000 bootable"
ofctl,8,"display the OpenPROM or OpenFirmware device tree"
sesd,8,"monitor SCSI Environmental Services Devices"
ldpd,8,"Label Distribution Protocol Daemon"
fixmount,8,"fix remote mount entries"
drvctl,8,"tool to rescan busses and detach devices on user request"
nis,8,"description of the NIS (formerly YP) subsystem"
usermod,8,"modify user login information"
pam_securetty,8,"SecureTTY PAM module"
mkalias,8,"a NIS map conversion program"
boot,8,"system bootstrapping procedures"
MAKEDEV,8,"create system and device special files"
rpc.rusersd,8,"logged in users server"
pam_nologin,8,"NoLogin PAM module"
dnssec-revoke,8,"Set the REVOKED bit on a DNSSEC key"
wpa_supplicant,8,"WPA/802.11i Supplicant for wireless network devices"
rump_nfs,8,"mount a nfs share with a userspace server"
pam_unix,8,"UNIX PAM module"
ntp-keygen,8,"Create a NTP host key"
dm,8,"dungeon master"
wsfontload,8,"load a font bitmap into the wsfont pool or a wscons display device"
newfs,8,"construct a new file system"
rpc.statd,8,"host status monitoring daemon"
bounce,8,"Postfix delivery status reports"
service,8,"run or list system services"
rc,8,"startup and shutdown scripts"
rump_smbfs,8,"mount a smbfs share with a userspace server"
pac,8,"printer/plotter accounting information"
ttyflags,8,"set device-specific flags for terminals"
master,8,"Postfix master process"
rc.subr,8,"functions used by system shell scripts"
cron,8,"daemon to execute scheduled commands (ISC Cron V4.1)"
newfs_lfs,8,"construct a new LFS file system"
user,8,"manage user login information on the system"
pvresize,8,"resize a disk or partition in use by LVM2"
virecover,8,"report recovered vi edit sessions"
SSL_CTX_set_timeout,3,"manipulate timeout values for session caching"
elf_begin,3,"open an ELF file or ar(1) archive"
ldap,3,"OpenLDAP Lightweight Directory Access Protocol API"
BIO_s_mem,3,"memory BIO"
realpath,3,"returns the canonicalized absolute pathname"
dwarf_get_relocation_info_count,3,"return the number of relocation arrays"
ffs,3,"find first bit set in a bit string"
SSL_CTX_use_certificate,3,"load certificate and key data"
pam_open_session,3,"open a user session"
dwarf_next_cu_header,3,"step through compilation units in a DWARF debug context"
SSL_CTX_add_session,3,"manipulate session cache"
ERR_remove_state,3,"free a thread's error queue"
EVP_PKEY_verify_recover_init,3,"recover signature using a public key algorithm"
BIO_s_bio,3,"BIO pair BIO"
atof,3,"convert ASCII string to double"
strpbrk,3,"locate multiple characters in string"
posix_openpt,3,"open a pseudo-terminal device"
jemalloc,3,"the default system allocator"
d2i_ASN1_OBJECT,3,"ASN1 OBJECT IDENTIFIER functions"
SSL_get_session,3,"retrieve TLS/SSL session data"
atf-c-api,3,"C API to write ATF-based test programs"
atf-c++-api,3,"C++ API to write ATF-based test programs"
dwarf,3,"access debugging information in object files"
DH_new,3,"allocate and free DH objects"
cuserid,3,"get user name"
EVP_CIPHER_CTX_init,3,"EVP cipher routines"
fmtcheck,3,"sanitizes user-supplied printf(3)-style format string"
RSA_print,3,"print cryptographic parameters"
d2i_X509,3,"X509 encode and decode functions"
form_driver,3,"form library"
strtoi,3,"convert string value to an intmax_t integer"
SSL_load_client_CA_file,3,"load certificate names from file"
qdiv,3,"return quotient and remainder from division"
krb5_getportbyname,3,"get port number by name"
libiscsi,3,"iSCSI network storage protocol implementation"
pthread_self,3,"get the calling thread's ID"
ipsec_strerror,3,"error messages for the IPsec policy manipulation library"
PKCS7_verify,3,"verify a PKCS#7 signedData structure"
fgetws,3,"get a line of wide characters from a stream"
openpam_log,3,"log a message through syslog"
timezone,3,"return the timezone abbreviation"
EVP_VerifyInit,3,"EVP signature verification functions"
elf_version,3,"retrieve or set ELF library operating version"
mbsinit,3,"determines whether the state object is in the initial state"
dwarf_get_relocation_info,3,"retrieve generated relocation arrays"
bcopy,3,"copy byte string"
wcwidth,3,"number of column positions of a wide-character code"
wcstok,3,"split wide-character string into tokens"
elf_getbase,3,"get the base offset for an object file"
getpagesize,3,"get system page size"
pcap_dump_open,3,"open a file to which to write packets"
pcap_stats,3,"get capture statistics"
kvm_getkernelname,3,"get kernel name of opened kvm descriptor"
dwarf_add_weakname,3,"add information about a weak object to a DWARF producer instance"
__alignof__,3,"GNU extension for alignment of an object"
ERR_put_error,3,"record an error"
mq_close,3,"close a message queue (REALTIME)"
DSA_dup_DH,3,"create a DH structure out of DSA structure"
evthread,3,"Functions for multi-threaded applications using Libevent."
BN_CTX_new,3,"allocate and free BN_CTX structures"
elf_getphdrnum,3,"return the number of program headers in an ELF file"
nlist,3,"retrieve symbol table name list from an executable file"
pam_vinfo,3,"display an information message"
dm,3,"device-mapper access manipulation library"
rumpuser,3,"rump kernel hypercall interface"
aio_return,3,"retrieve return status of asynchronous I/O operation (REALTIME)"
toupper,3,"lower case to upper case letter conversion"
dwarf_get_cie_index,3,"retrieve the index of a CIE descriptor"
strcoll,3,"compare strings according to current collation"
RSA_new,3,"allocate and free RSA objects"
pthread_getname_np,3,"get and set descriptive name of a thread"
dwarf_die_link,3,"link a debugging information entry"
pcap_create,3,"create a live capture handle"
strspn,3,"span a string"
MD2,3,"MD2, MD4, and MD5 hash functions"
regcomp,3,"obsolete 'regexp' regular expression handlers"
getnameinfo,3,"socket address structure to hostname and service name"
strmode,3,"convert inode status information into a symbolic string"
signal,3,"simplified software signal facilities"
iscntrl,3,"control character test"
SSL_CTX_set_mode,3,"manipulate SSL engine mode"
BN_swap,3,"exchange BIGNUMs"
curses_termcap,3,"curses termcap querying routines"
pcap_dump_ftell,3,"get the current file offset for a savefile being written"
SSL_library_init,3,"initialize SSL library by registering algorithms"
BN_bn2bin,3,"format conversions"
RSA_size,3,"get RSA modulus size"
pcap_file,3,"get the standard I/O stream for a savefile being read"
SSL_get_peer_cert_chain,3,"get the X509 certificate chain of the peer"
ualarm,3,"schedule signal after specified time"
dwarf_tag,3,"retrieve the tag associated with a DWARF debugging information entry"
parsedate,3,"date parsing function"
elf_getshstrndx,3,"retrieve/update the index of the section name string table"
dwarf_new_fde,3,"allocate a DWARF frame descriptor"
basename,3,"return the last component of a pathname"
dwarf_object_init,3,"allocate a DWARF debug descriptor with application-specific file access methods"
dwarf_diename,3,"retrieve the name associated with a debugging information entry"
DSA_generate_key,3,"generate DSA key pair"
stdlib,3,"standard library definitions"
getdirentries,3,"get directory entries in a filesystem independent format"
lsearch,3,"linear searching routines"
pam_sm_acct_mgmt,3,"service module implementation for pam_acct_mgmt"
SMIME_read_PKCS7,3,"parse S/MIME message."
evtag,3,"Helper functions for reading and writing tagged data onto buffers."
openpam_straddch,3,"add a character to a string, expanding the buffer if needed"
wctomb,3,"converts a wide character to a multibyte character"
BIO_new,3,"BIO allocation and freeing functions"
rumpclient,3,"rump client library"
openpam_free_envlist,3,"free an environment list"
lockf,3,"record locking on files"
event,3,"Core functions for waiting for and receiving events, and using event bases."
tolower,3,"upper case to lower case letter conversion"
ukfs,3,"user kernel file system library interface"
sockatmark,3,"determine whether a socket is at the out-of-band mark"
intro,3,"introduction to the system libraries"
pthread_detach,3,"detach a thread"
openpam_get_feature,3,"query the state of an optional feature"
pcap_snapshot,3,"get the snapshot length"
mbrtowc,3,"converts a multibyte character to a wide character (restartable)"
libmj,3,"minimalist JSON lightweight data interchange library"
math,3,"introduction to mathematical library functions"
kvm_getfiles,3,"survey open files"
dwarf_formaddr,3,"return the value of an ADDRESS class attribute"
sighold,3,"manipulate current signal mask"
SSL_CTX_sess_set_cache_size,3,"manipulate session cache size"
quick_exit,3,"exits a program quickly, running minimal cleanup"
RSA_blinding_on,3,"protect the RSA operation from timing attacks"
uname,3,"get system identification"
ccos,3,"complex cosine functions"
d2i_X509_NAME,3,"X509_NAME encoding functions"
getbootfile,3,"get the name of the booted kernel file"
pam_chauthtok,3,"perform password related functions within the PAM framework"
elf_getarhdr,3,"retrieve ar(1) header for an archive member"
pcap_loop,3,"process packets from a live capture or savefile"
mq_getattr,3,"get message queue attributes (REALTIME)"
evdns,3,"Welcome, gentle reader."
dwarf_add_AT_dataref,3,"create an attribute descriptor for a relocatable address"
elf_rawfile,3,"return uninterpreted contents of an ELF file"
BN_rand,3,"generate pseudo-random number"
SSL_CTX_set_default_passwd_cb,3,"set passwd callback for encrypted PEM file handling"
pcap_lib_version,3,"get the version information for libpcap"
raise,3,"send a signal to the current thread"
dwarf_get_fde_at_pc,3,"retrieve the FDE descriptor for an address"
pam_setcred,3,"modify / delete user credentials for an authentication service"
sem_getvalue,3,"get the value of a semaphore"
dh,3,"Diffie-Hellman key agreement"
dwarf_get_fde_info_for_all_regs3,3,"retrieve register rule row"
RAND_add,3,"add entropy to the PRNG"
BIO_f_md,3,"message digest BIO filter"
openpam_nullconv,3,"null conversation function"
arc4random,3,"random number generator"
getrpcport,3,"get RPC port number"
openpam_set_feature,3,"enable or disable an optional feature"
swapon,3,"add a swap device for interleaved paging/swapping"
SSL_CTX_set_verify,3,"set peer certificate verification parameters"
ERR_clear_error,3,"clear the error queue"
elf,3,"API for manipulating ELF objects"
pcap_datalink_val_to_name,3,"get a name or description for a link-layer header type value"
mq_setattr,3,"set message queue attributes (REALTIME)"
DSA_SIG_new,3,"allocate and free DSA signature objects"
pcap_set_timeout,3,"set the read timeout for a not-yet-activated capture handle"
openpam_restore_cred,3,"restore credentials"
shm_open,3,"shared memory object operations"
__builtin_object_size,3,"return the size of the given object"
fgetwln,3,"get a line of wide characters from a stream"
pthread_attr_getguardsize,3,"get and set thread guard size"
elf_hash,3,"compute a hash value for a string"
inttypes,3,"standard fixed-size integer types"
puffs_flush,3,"puffs kernel cache flushing and invalidation routines"
getbsize,3,"get user block size"
err,3,"error codes"
fclose,3,"close a stream"
evthread_lock_callbacks,3,"This structure describes the interface a threading library uses for locking."
elf_memory,3,"process an ELF or ar(1) archive mapped into memory"
wcsftime,3,"convert date and time to a wide-character string"
SSL_CTX_sess_number,3,"obtain session cache statistics"
elf_rand,3,"provide sequential access to the next archive member"
strpct,3,"decimal percent formatters"
btree,3,"btree database access method"
dwarf_get_section_bytes,3,"retrieve ELF section byte streams"
toascii,3,"convert a byte to 7-bit ASCII"
evhttp_compat,3,"Potentially non-threadsafe versions of the functions in http.h: provided only for backwards compatibility."
ERR_set_mark,3,"set marks and pop errors until mark"
rand,3,"pseudo-random number generator"
at_quick_exit,3,"registers a cleanup function to run on quick exit"
pam_strerror,3,"get PAM standard error message string"
dwarf_add_file_decl,3,"add a source file entry to a producer instance"
libarchive_internals,3,"description of libarchive internal interfaces"
recno,3,"record number database access method"
dwarf_formstring,3,"return the value of a STRING class attribute"
mandoc,3,"mandoc macro compiler library"
dwarf_get_arange,3,"retrieve the address range descriptor for an address"
isdigit,3,"decimal-digit character test"
X509_STORE_CTX_get_ex_new_index,3,"add application specific data to X509_STORE_CTX structures"
PKCS12_parse,3,"parse a PKCS#12 structure"
SSL_CTX_set_session_cache_mode,3,"enable/disable session caching"
wctrans,3,"get character mapping identifier by name"
pam_getenv,3,"retrieve the value of a PAM environment variable"
SSL_CTX_get_ex_new_index,3,"internal application specific data functions"
wcsdup,3,"save a copy of a wide string"
elf_open,3,"open ELF objects and ar(1) archives"
event_base,3,"Structure to hold information and state for a Libevent dispatch loop."
SSL_do_handshake,3,"perform a TLS/SSL handshake"
SSL_set_verify_result,3,"override result of peer certificate verification"
atexit,3,"register a function to be called on exit"
SSL_CTX_set_tlsext_ticket_key_cb,3,"set a callback for session ticket processing"
dwarf_expr_current_offset,3,"retrieve the number of bytes in a location expression stream"
tm,3,"time structure"
sigsetmask,3,"set current signal mask"
pam_end,3,"terminate the PAM transaction"
form_userptr,3,"form library"
devname,3,"get device name"
pam,3,"Pluggable Authentication Modules Library"
pam_putenv,3,"set the value of an environment variable"
fast_divide32,3,"fast 32bit division and remainder"
BN_cmp,3,"BIGNUM comparison and test functions"
unlockpt,3,"unlock the slave pseudo-terminal device"
pthread_attr_getinheritsched,3,"get and set inheritsched attribute"
librump,3,"Rump kernel base"
pcap_compile,3,"compile a filter expression"
pam_get_data,3,"get module information"
frexp,3,"convert floating-point number to fractional and integral components"
dwarf_loclist_from_expr,3,"translate DWARF location expression bytes"
dwarf_add_AT_reference,3,"create and attach an attribute that references another DIE"
bn_mul_words,3,"BIGNUM library internal functions"
pcap_open_dead,3,"open a fake pcap_t for compiling filters or opening a capture for output"
bsearch,3,"binary search of a sorted table"
SSL_set_session,3,"set a TLS/SSL session to be used during TLS/SSL connect"
dwarf_get_fde_n,3,"retrieve FDE descriptor"
daemon,3,"run in the background"
dwarf_get_aranges,3,"retrieve program address space mappings"
OPENSSL_VERSION_NUMBER,3,"get OpenSSL version number"
memccpy,3,"byte string operations"
sigignore,3,"manipulate signal dispositions"
DSA_generate_parameters,3,"generate DSA parameters"
pcap_set_buffer_size,3,"set the buffer size for a not-yet-activated capture handle"
bio,3,"I/O abstraction"
openpam_subst,3,"substitute PAM item values in a string"
wcsrtombs,3,"converts a wide-character string to a multibyte character string (restartable)"
SSL_CTX_sess_set_new_cb,3,"provide callback functions for server side external session caching"
RAND_set_rand_method,3,"select RAND method"
RSA_generate_key,3,"generate RSA key pair"
BIO_s_file,3,"FILE bio"
ungetwc,3,"un-get wide character from input stream"
BIO_read,3,"BIO I/O functions"
krb5_mk_safe,3,"generates integrity protected and/or encrypted messages"
dwarf_end_macro_file,3,"mark the end of the current source file inclusion"
getpeereid,3,"get the effective credentials of a UNIX-domain peer"
dwarf_add_funcname,3,"add information about a static function to a DWARF producer instance"
EVP_SealInit,3,"EVP envelope encryption"
SHA1,3,"Secure Hash Algorithm"
X509_new,3,"X509 certificate ASN1 allocation functions"
ldexp,3,"multiply floating-point number by integral power of 2"
X509_NAME_get_index_by_NID,3,"X509_NAME lookup and enumeration functions"
strcmp,3,"compare strings"
dwarf_errmsg,3,"retrieve a human-readable string corresponding to a Dwarf_Error instance"
PKCS7_encrypt,3,"create a PKCS#7 envelopedData structure"
wcswidth,3,"number of column positions in wide-character string"
kvm_read,3,"read or write kernel virtual memory"
pam_acct_mgmt,3,"perform PAM account validation procedures"
pcap_activate,3,"activate a capture handle"
elf_getphnum,3,"return the number of program headers in an ELF file"
getloadavg,3,"get system load averages"
isalpha,3,"alphabetic character test"
SSL_get_verify_result,3,"get result of peer certificate verification"
dwarf_get_macro_details,3,"retrieve macro information"
re_comp,3,"regular expression handler"
pam_get_user,3,"retrieve user name"
atomic_ops,3,"atomic memory operations"
stpcpy,3,"string specific functions"
sigset,3,"manipulate signal dispositions"
explicit_memset,3,"guarantee writing a byte to a byte string"
SSL_CTX_set_tmp_dh_callback,3,"handle DH keys for ephemeral key exchange"
evbuffer_ptr,3,"Pointer to a position within an evbuffer."
aio_fsync,3,"asynchronous data synchronization of file (REALTIME)"
strftime,3,"format date and time"
PKCS7_decrypt,3,"decrypt content from a PKCS#7 envelopedData structure"
pcap,3,"Packet Capture library"
pcap_set_tstamp_type,3,"set the time stamp type to be used by a capture device"
SSL_get_fd,3,"get file descriptor linked to an SSL object"
pthread_cancel,3,"cancel execution of a thread"
elf_getshdrnum,3,"return the number of sections in an ELF file"
evutil_addrinfo,3,"A definition of struct addrinfo for systems that lack it."
puffs_cc,3,"puffs continuation routines"
pthread_kill,3,"send a signal to a specified thread"
RAND_cleanup,3,"erase the PRNG state"
krb5_find_padata,3,"Kerberos 5 pre-authentication data handling functions"
wordexp,3,"perform shell-style word expansions"
dwarf_get_fde_info_for_reg,3,"retrieve register rule"
atan2,3,"arc tangent function of two variables"
PKCS7_sign,3,"create a PKCS#7 signedData structure"
atoll,3,"convert ASCII string to long long integer"
isspace,3,"white-space character test"
EVP_MD_CTX_init,3,"EVP digest routines"
dwarf_set_reloc_application,3,"set a library-wide relocation flag"
SSL_shutdown,3,"shut down a TLS/SSL connection"
SSL_CTX_set_cert_store,3,"manipulate X509 certificate verification storage"
OPENSSL_ia32cap,3,"finding the IA-32 processor capabilities"
__arraycount,3,"macro for statically allocated arrays"
rexec,3,"return stream to a remote command"
dwarf_get_abbrev_code,3,"retrieve the abbreviation code for an abbreviation"
__builtin_prefetch,3,"GNU extension to prefetch memory"
SSL_get_ex_new_index,3,"internal application specific data functions"
__USE,3,"compile time macro that marks a variable as being used"
dwarf_add_AT_comp_dir,3,"create and attach a DW_AT_comp_dir attribute"
isfinite,3,"test for finite value"
pcap_list_datalinks,3,"get a list of link-layer header types supported by a capture device, and free that list"
dwarf_add_AT_flag,3,"create and attach a flag attribute"
fgets,3,"get a line from a stream"
__CONCAT,3,"argument substitution"
sleep,3,"suspend process execution for interval of seconds"
menu_pattern,3,"get or set menu pattern"
__builtin_types_compatible_p,3,"GNU extension to check equivalent types"
pcap_next_ex,3,"read the next packet from a pcap_t"
posix_spawn_file_actions_init,3,"initialize and destroy spawn file actions object"
utime,3,"set file times"
mbsrtowcs,3,"converts a multibyte character string to a wide-character string (restartable)"
EVP_PKEY_set1_RSA,3,"EVP_PKEY assignment functions."
wcscoll,3,"compare wide strings according to current collation"
SSL_get_client_CA_list,3,"get list of client CAs"
p2k,3,"puffs to kernel vfs translation library"
pcap_get_tstamp_precision,3,"get the time stamp precision returned in captures"
atan,3,"arc tangent function of one variable"
des_read_password,3,"Compatibility user interface functions"
posix_spawnattr_getschedparam,3,"get and set the spawn-schedparam attribute of a spawn attributes object"
dwarf_add_AT_ref_address,3,"create a reference class attribute descriptor"
DH_size,3,"get Diffie-Hellman prime size"
isns,3,"iSNS protocol support library"
paths,3,"default system paths"
openpam_borrow_cred,3,"temporarily borrow user credentials"
rump_lwproc,3,"rump kernel process/lwp management"
pcap_datalink_name_to_val,3,"get the link-layer header type value corresponding to a header type name"
types,3,"standard system data types"
ungetc,3,"un-get character from input stream"
pthread_attr_get_np,3,"get attributes of existing thread"
getusershell,3,"get valid user shells"
dwarf_get_str,3,"retrieve a string from the DWARF string section"
SSL_get_error,3,"obtain result code for TLS/SSL I/O operation"
acos,3,"arc cosine function"
kvm_nlist,3,"retrieve symbol table names from a kernel image"
OBJ_nid2obj,3,"ASN1 object utility functions"
alarm,3,"set signal timer alarm"
disklabel_dkcksum,3,"compute the checksum for a disklabel"
finite,3,"tests for finite values"
curses_keyname,3,"curses report key name routine"
BN_copy,3,"copy BIGNUMs"
ftw,3,"traverse (walk) a file tree"
RSA_sign,3,"RSA signatures"
posix_spawn_file_actions_addopen,3,"add open, dup2 or close action to spawn file actions object"
isgreater,3,"compare two floating-point numbers"
mbstowcs,3,"converts a multibyte character string to a wide-character string"
DH_generate_parameters,3,"generate and check Diffie-Hellman parameters"
pthread_once,3,"dynamic package initialization"
sinh,3,"hyperbolic sine function"
pcap_dump,3,"write a packet to a capture file"
BN_add,3,"arithmetic operations on BIGNUMs"
pthread_exit,3,"terminate the calling thread"
dirname,3,"report the parent directory name of a file pathname"
d2i_X509_ALGOR,3,"AlgorithmIdentifier functions."
dwarf_loclist,3,"retrieve DWARF location expression information"
stdio,3,"standard input/output library functions"
BN_CTX_start,3,"use temporary BIGNUM variables"
menu_userptr,3,"get or set user pointer for a menu"
getaddrinfo,3,"host and service name to socket address structure"
evhttp,3,"Basic support for HTTP serving."
rsa,3,"RSA public key cryptosystem"
kvm_getlwps,3,"access state of LWPs belonging to a user process"
disklabel_scan,3,"scan a buffer for a valid disklabel"
elf32_checksum,3,"return the checksum of an ELF object"
d2i_X509_SIG,3,"DigestInfo functions."
SSL_CTX_load_verify_locations,3,"set default locations for trusted CA certificates"
atf_add_test_case,3,"POSIX shell API to write ATF-based test programs"
modf,3,"extract signed integral and fractional values from floating-point number"
pam_sm_open_session,3,"service module implementation for pam_open_session"
HMAC,3,"HMAC message authentication code"
strtonum,3,"reliably convert string value to an integer"
pcap_dump_close,3,"close a savefile being written to"
DSA_get_ex_new_index,3,"add application specific data to DSA structures"
elf_getshdrstrndx,3,"retrieve the index of the section name string table"
openpam_get_option,3,"returns the value of a module option"
atoi,3,"convert ASCII string to integer"
crypto,3,"OpenSSL cryptographic library"
sem_init,3,"initialize an unnamed semaphore"
posix_memalign,3,"aligned memory allocation"
form,3,"form library"
RSA_padding_add_PKCS1_type_1,3,"asymmetric encryption padding"
elf_getident,3,"return the initial bytes of a file"
dwarf_fde_cfa_offset,3,"add a DW_CFA_offset frame instruction to a DWARF frame descriptor"
DH_set_default_method,3,"select DH method"
rump_etfs,3,"rump kernel host file system interface"
BIO_f_base64,3,"base64 BIO filter"
sem_destroy,3,"destroy an unnamed semaphore"
mq,3,"POSIX message queues (REALTIME)"
d2i_PKCS8PrivateKey_bio,3,"PKCS#8 format private key functions"
evbuffer_iovec,3,"Describes a single extent of memory inside an evbuffer."
ecdsa,3,"Elliptic Curve Digital Signature Algorithm"
EVP_PKEY_new,3,"private key allocation functions."
krb5_aname_to_localname,3,"converts a principal to a system local name"
pcap_set_tstamp_precision,3,"set the time stamp precision returned in captures"
SSL_CTX_set_tmp_rsa_callback,3,"handle RSA keys for ephemeral key exchange"
posix_spawnattr_getsigdefault,3,"get and set the spawn-sigdefault attribute of a spawn attributes object"
strcspn,3,"span the complement of a string"
menu_driver,3,"main menu handling function"
OpenSSL_add_all_algorithms,3,"add algorithms to internal table"
cdbr,3,"constant database access methods"
elf_end,3,"release an ELF descriptor"
SSL_CTX_sessions,3,"access internal session cache"
erf,3,"error function operators"
k_hasafs,3,"AFS library"
btowc,3,"convert a single byte character to a wide character"
bswap16,3,"byte-order swapping functions"
UI_new,3,"New User Interface"
BN_BLINDING_new,3,"blinding related BIGNUM functions."
dwarf_attr,3,"retrieve an attribute descriptor associated with a DWARF debugging information entry"
grantpt,3,"grant access to a slave pseudo-terminal device"
X509_verify_cert,3,"discover and verify X509 certificte chain"
remove,3,"remove directory entry"
proc_compare,3,"compare two processes' interactivity"
dwarf_get_cie_info,3,"retrieve information associated with a CIE descriptor"
BIO_should_retry,3,"BIO retry functions"
pthread_cleanup_push,3,"add and remove cleanup functions for thread exit"
mq_open,3,"open a message queue (REALTIME)"
