query,name,section,indegree,outdegree,w_name,w_name_desc,w_desc,w_lib,w_return_vals,w_env,w_files,w_exit_status,w_diagnostics,w_errors,w_special_keywords,w_xr_context,w_machine,w_doclen,w_total,relevance
close a file,file,9,7,0,51.483602,0.084816,0.001544,0,0,0,0,0,0,0,0.003339,0.025483,0,3021,51.598785,1
close a file,fetchMakeURL,3,0,0,0,0.113068,0.000282,14.040982,0.052705,0.044177,0,0,0,0,0.001176,0,0,7137,14.25239,0
close a file,fclose,3,15,7,0,6.244642,0.005505,0,0,0,0,0,0,0.481155,0,0.012802,0,492,6.744104,1
close a file,st,4,48,12,0,0,0.001182,0,0,0,3.591879,0,0,0,0.040432,0.014019,0,7155,3.647513,0
close a file,pcap_close,3,0,0,0,3.186743,0.018347,0,0,0,0,0,0,0,0,0,0,57,3.20509,0
close a file,shutdown,8,48,31,0,2.402449,0.000084,0,0,0,0,0,0,0,0,0,0,3150,2.402534,0
close a file,posix_spawn_file_actions_addopen,3,2,0,0,1.765566,0.004667,0,0,0,0,0,0,0.010998,0.001315,0,0,1392,1.782546,1
close a file,magic,5,4,5,0,0.113068,0.000217,0,0,0,0,0,0,0,0.0018,0.481155,0,11652,0.59624,0
close a file,clone,2,2,0,0,0,0.000589,0,0,0,0,0,0,0,0.000719,0,0,1626,0.001308,0
close a file,vnsubr,9,4,0,0,0,0.000704,0,0,0,0,0,0,0.007899,0.008003,0,0,2925,0.016607,0
close a file,fingerd,8,2,8,0,0,0.000628,0,0,0,0,0,0,0,0.000367,0,0,1539,0.000996,0
close a file,pty,4,12,26,0,0,0.000412,0,0,0,0,0,0,0,0.001087,0.002511,0,3276,0.00401,0
close a file,groff_diff,7,0,0,0,0,0.000258,0,0,0,0,0,0,0,0,0,0,26853,0.000258,0
column,column,1,1,4,29.884015,5.433457,0.00704,0,0,0.493951,0,0,0,0,0.079989,0,0,183,35.898452,1
column,wcswidth,3,2,2,0,1.457757,0.003003,0,0.979804,0,0,0,0,0,0,0,0,79,2.440564,1
column,colrm,1,1,4,0,2.29877,0.010901,0,0,0,0,0,0,0,0,0,0,117,2.309672,1
column,wcwidth,3,1,3,0,1.299305,0.004654,0,0.89206,0,0,0,0,0,0,0,0,72,2.19602,1
column,menu_format,3,3,0,0,1.171922,0.004107,0,0,0,0,0,0,0,0,0,0,151,1.176029,0
column,dwarf_get_fde_info_for_reg,3,11,13,0,0,0.000724,0,0,0,0,0,0,0.616165,0.024316,0,0,361,0.641205,0
column,dwarf_get_fde_info_for_reg3,3,13,12,0,0,0.000636,0,0,0,0,0,0,0.591763,0.021179,0,0,562,0.613578,0
column,infocmp,1,2,6,0,0,0,0,0,0.309679,0,0,0,0,0.016415,0,0,343,0.326094,0
column,sed,1,9,9,0,0,0,0,0,0.260996,0,0,0,0,0.001742,0,0,2635,0.262738,1
column,ls,1,31,14,0,0,0.000134,0,0,0.204685,0,0,0,0,0.00524,0.021837,0,2039,0.231896,1
column,wsmoused.conf,5,2,9,0,0,0.000156,0,0,0,0,0,0,0,0,0,0,738,0.000156,0
column,cnwctl,8,1,1,0,0,0.00022,0,0,0,0,0,0,0,0,0,0,588,0.00022,0
column,lp,4,1,1,0,0,0.000509,0,0,0,0,0,0,0,0,0,0,196,0.000509,0
column,pppstats,8,1,0,0,0,0.000123,0,0,0,0,0,0,0,0,0,0,771,0.000123,0
column,pkg_admin,1,6,13,0,0,0.000083,0,0,0,0,0,0,0,0,0,0,1396,0.000083,0
compare and swap,atomic_cas,3,4,0,0,2.858784,0.006284,0,0,0,0,0,0,0,0,0,0,558,2.865068,1
compare and swap,atomic_ops,3,17,16,0,0,0.003484,0,0,0,0,0,0,0,0.240042,0,0,1146,0.243526,1
compare and swap,ucas,9,0,4,0,0,0.011616,0,0,0,0,0,0,0,0.099688,0,0,328,0.111304,1
compare and swap,vnode,9,18,0,0,0,0.000227,0,0,0,0,0,0,0,0.005861,0,0,7174,0.006088,0
compare and swap,csh,1,72,34,0,0,0.000093,0,0,0,0,0,0,0,0.002114,0,0,23526,0.002207,0
compare and swap,kthread_create,9,0,0,0,0,0.001308,0,0,0,0,0,0,0,0,0,0,1444,0.001308,0
compare and swap,intro,9,31,159,0,0,0.000719,0,0,0,0,0,0,0,0,0,0,2656,0.000719,0
compare and swap,patch,1,1,4,0,0,0.000501,0,0,0,0,0,0,0,0,0,0,6532,0.000501,0
compare and swap,dc,1,1,0,0,0,0.000334,0,0,0,0,0,0,0,0,0,0,3930,0.000334,0
compare and swap,afterboot,8,1,152,0,0,0.000168,0,0,0,0,0,0,0,0,0,0,8320,0.000168,0
compare and swap,gcc,1,25,0,0,0,0.000087,0,0,0,0,0,0,0,0,0,0,226168,0.000087,0
complete,wait,1,2,0,0,2.407954,0.000405,0,0,0,0,0,0,0,0,0,0,229,2.40836,1
complete,sync,8,5,9,0,0.933697,0.00048,0,0,0,0,0,0,0,0,0,0,103,0.934176,1
complete,apropos,1,18,5,0,0.933697,0.000146,0,0,0,0,0,0,0,0,0,0,479,0.933843,0
complete,afterboot,8,1,152,0,0.933697,0.000021,0,0,0,0,0,0,0,0,0,0,4160,0.933718,0
complete,aio_suspend,3,1,3,0,0.750019,0.000422,0,0.008865,0,0,0,0,0.057189,0,0,0,215,0.816494,0
complete,accf_http,9,3,5,0,0.750019,0.000399,0,0,0,0,0,0,0,0.017882,0,0,254,0.7683,0
complete,innetgr,1,1,3,0,0,0,0,0,0,0,0.419735,0,0,0.032773,0,0,61,0.452508,0
complete,ofwboot,8,7,0,0,0,0,0,0,0.366009,0,0,0,0,0,0,0,1441,0.366009,0
complete,fusermount,8,0,7,0,0,0,0,0,0,0,0.280682,0,0,0,0,0,236,0.280682,0
complete,sleep,1,0,5,0,0,0,0,0,0,0,0.202439,0,0,0.024584,0,0,135,0.227023,0
complete,ddb,4,67,17,0,0,0.00005,0,0,0,0,0,0,0,0,0,0,5647,0.00005,0
complete,SSL_CTX_set_cert_verify_callback,3,0,0,0,0,0.00015,0,0,0,0,0,0,0,0,0,0,292,0.00015,0
complete,smtp,8,0,0,0,0,0.000033,0,0,0,0,0,0,0,0,0,0,3828,0.000033,0
complete,crash,8,7,18,0,0,0.000039,0,0,0,0,0,0,0,0,0,0,1207,0.000039,0
complete,rasops,9,3,0,0,0,0.000068,0,0,0,0,0,0,0,0,0,0,746,0.000068,0
compress,compress,1,10,0,21.783914,0.889139,0.002056,0,0,0,0,0,0,0,0.035566,0.100929,0,574,22.811604,1
compress,zmore,1,0,0,0,1.177509,0.001164,0,0,0,0,0,0,0,0,0,0,247,1.178673,1
compress,zcmp,1,0,0,0,1.177509,0.001152,0,0,0,0,0,0,0,0,0,0,222,1.178661,1
compress,bzip2,1,12,0,0,0,0.001315,0,0,0,0,0.990178,0,0,0.010949,0.124266,0,2764,1.126709,1
compress,pigz,1,1,0,0,0.889139,0.002247,0,0,0,0,0,0,0,0.026938,0,0,955,0.918325,1
compress,zlib,3,8,11,0,0.889139,0.001038,0,0,0,0,0,0,0,0.006438,0,0,6000,0.896615,1
compress,xz,1,10,0,0,0.512563,0.000877,0,0,0,0,0,0,0,0,0.12702,0,8773,0.64046,1
compress,znew,1,0,4,0,0.59682,0.001546,0,0,0,0,0,0,0,0.014724,0,0,179,0.61309,1
compress,SSL_COMP_add_compression_method,3,0,0,0,0.59682,0.003601,0,0,0,0,0,0,0,0,0,0,295,0.60042,0
compress,gzip,1,50,9,0,0.449153,0.002292,0,0,0,0,0,0,0,0.017079,0.088016,0,814,0.55654,1
compress,libarchive-formats,5,0,24,0,0,0.000054,0,0,0,0,0,0,0,0,0,0,2208,0.000054,0
compress,AS,1,0,0,0,0,0.000027,0,0,0,0,0,0,0,0,0,0,6124,0.000027,0
compress,boot26,8,0,8,0,0,0.000107,0,0,0,0,0,0,0,0,0,0,553,0.000107,0
compress,boot32,8,1,8,0,0,0.000142,0,0,0,0,0,0,0,0,0,0,436,0.000142,0
concatenate files,ccd,4,10,7,0,4.199411,0.008609,0,0,0,0.017398,0,0,0,0,0.973034,0,880,5.198453,1
concatenate files,ccd.conf,5,2,5,0,2.606664,0.016284,0,0,0,0,0,0,0,0.14248,2.156454,0,464,4.921883,0
concatenate files,cat,1,5,12,0,3.231934,0.002103,0,0,0,0,0,0,0,0.000977,0,0,744,3.235014,1
concatenate files,netid,5,3,4,0,0.043816,0.000091,0,0,0,0.01015,0,0,0,0.002321,1.882461,0,254,1.938839,0
concatenate files,ccdconfig,8,7,4,0,1.855554,0.005149,0,0,0,0.017398,0,0,0,0.001194,0.003527,0,892,1.882821,0
concatenate files,hosts,5,24,10,0,0,0.000069,0,0,0,0.013533,0,0,0,0,0.320036,0,734,0.333638,0
concatenate files,paste,1,4,2,0,0.025044,0.004446,0,0,0,0,0,0,0,0.166287,0,0,618,0.195776,1
concatenate files,bzip2,1,12,0,0,0.043816,0.001073,0,0,0,0,0.086212,0,0,0.000595,0.008586,0,5528,0.140281,0
concatenate files,pax,1,23,19,0,0.01948,0.000296,0,0,0,0,0.108511,0,0,0.001786,0,0,10048,0.130072,0
concatenate files,grep,1,11,0,0,0,0.000946,0,0,0,0,0,0,0,0,0,0,5376,0.000946,0
concatenate files,tcpdump,8,26,0,0,0,0.000093,0,0,0,0,0,0,0,0,0.000598,0,17960,0.000691,0
concatenate files,afterboot,8,1,152,0,0,0.000458,0,0,0,0,0,0,0,0,0,0,8320,0.000458,0
concatenate files,cvs,1,5,0,0,0,0.00012,0,0,0,0,0,0,0,0,0,0,33356,0.00012,0
concatenate files,xmlwf,1,0,0,0,0,0.000666,0,0,0,0,0,0,0,0,0,0,1992,0.000666,0
 conditional expressions,cv,9,0,0,0,7.123111,0.00172,0,0,0,0,0,0,0,0,0,0,1522,7.124831,0
 conditional expressions,test,1,3,0,0,4.856667,0.000894,0,0,0,0,1.559805,0,0,0.01588,0,0,1690,6.433246,1
 conditional expressions,dhcp-eval,5,0,0,0,3.684368,0.002804,0,0,0,0,0,0,0,0,0,0,5334,3.687171,1
 conditional expressions,dwarf_new_expr,3,10,15,0,1.007987,0.003542,0,1.463653,0,0,0,0,0.067411,0.048457,0.474874,0,464,3.065924,0
 conditional expressions,find,1,19,31,0,0,0.001037,0,0,0,0,2.967963,0,0,0.001509,0,0,6618,2.97051,0
 conditional expressions,unifdef,1,0,0,0,2.967963,0.001049,0,0,0,0,0,0,0,0,0,0,1702,2.969012,1
 conditional expressions,dwarf_add_expr_addr,3,4,0,0,1.007987,0.00255,0,1.174139,0,0,0,0,0.067411,0.048457,0,0,378,2.300545,0
 conditional expressions,dwarf_add_expr_gen,3,5,9,0,0.632229,0.004319,0,1.174139,0,0,0,0,0.047593,0.032886,0,0,474,1.891166,0
 conditional expressions,dwarf_loclist_from_expr,3,2,0,0,1.007987,0.001406,0,0,0,0,0,0,0.263142,0.034598,0,0,802,1.307134,0
 conditional expressions,dwarf_add_AT_location_expr,3,5,9,0,0.632229,0.00194,0,0,0,0,0,0,0.053936,0.032886,0.295974,0,496,1.016965,0
 conditional expressions,ipf,5,0,0,0,0,0.000075,0,0,0,0,0,0,0,0,0,0,21026,0.000075,0
 conditional expressions,indent,1,0,3,0,0,0.000341,0,0,0,0,0,0,0,0,0,0,3352,0.000341,0
 conditional expressions,troff,1,35,0,0,0,0.000328,0,0,0,0,0,0,0,0,0,0,3288,0.000328,0
 conditional expressions,bpf,4,32,21,0,0,0.00014,0,0,0,0,0,0,0,0,0,0,7588,0.00014,0
config,config,1,171,7,4.654484,0,0.003174,0,0,0,0,0,0,0,0.011607,0.002065,0,2173,4.67133,1
config,config,9,7,14,4.654484,0,0.00091,0,0,0,0,0,0,0,0.012361,0,0,1539,4.667754,1
config,config,5,10,28,4.654484,0,0.000704,0,0,0,0,0,0,0,0.002267,0,0,3669,4.657455,1
config,config,5,10,28,4.654484,0,0,0,0,0,0,0,0,0,0,0,0,1384,4.654484,1
config,atf-config,1,7,1,2.464138,0,0.000613,0,0,0.212641,0,0,0,0,0,0,0,991,2.677393,1
config,pcap-config,1,0,0,2.464138,0,0.002306,0,0,0,0,0,0,0,0,0,0,136,2.466444,1
config,krb5-config,1,0,1,2.464138,0,0.00129,0,0,0,0,0,0,0,0,0,0,215,2.465428,1
config,config.samples,5,3,20,2.464138,0,0.000381,0,0,0,0,0,0,0,0,0,0,1055,2.464519,1
config,gpio.conf,5,1,4,0,2.204755,0,0,0,0,0,0,0,0,0,0,0,96,2.204755,1
config,route.conf,5,0,5,0,1.675614,0,0,0,0,0,0,0,0,0,0,0,155,1.675614,1
config,dhcp-eval,5,0,0,0,0,0.000072,0,0,0,0,0,0,0,0,0,0,2667,0.000072,0
config,vfsops,9,13,0,0,0,0.000062,0,0,0,0,0,0,0,0,0,0,1926,0.000062,0
config,init,8,92,54,0,0,0.000079,0,0,0,0,0,0,0,0,0,0,1942,0.000079,0
config,compat_freebsd,8,1,4,0,0,0.000063,0,0,0,0,0,0,0,0,0,0,1814,0.000063,0
config,bootparamd,8,1,0,0,0,0.000443,0,0,0,0,0,0,0,0,0,0,285,0.000443,0
configure network interfaces,ifconfig.if,5,47,13,0,0.313663,0.002636,0,0,0,2.723127,0,0,0,0.107232,0.072595,0,2184,3.219253,1
configure network interfaces,setnetbootinfo,8,1,3,0,0.55099,0.002106,0,0,0,1.826097,0,0,0,0.044583,0,0,1413,2.423776,0
configure network interfaces,ifaliases,5,0,1,0,0.204235,0.004384,0,0,0,1.826097,0,0,0,0.078651,0,0,399,2.113366,1
configure network interfaces,krb5.conf,5,36,14,0,0.25404,0.000109,0,0,1.203242,0.189986,0,0,0,0.00107,0.010009,0,16110,1.658455,0
configure network interfaces,ifconfig,8,394,41,0,0.839998,0.002146,0,0,0,0,0,0.234426,0,0.01124,0.028117,0,18504,1.115927,1
configure network interfaces,resolvconf,8,6,14,0,0.181542,0.001776,0,0,0.71201,0.027169,0,0,0,0.01814,0.015547,0,3282,0.956184,0
configure network interfaces,systat,1,11,15,0,0,0.000264,0,0,0,0.848187,0,0,0,0.007518,0.009704,0,8925,0.865673,0
configure network interfaces,rump,7,0,0,0,0,0.000466,0,0,0,0,0,0,0,0.009624,0,0,1713,0.01009,0
configure network interfaces,mdoc,7,73,35,0,0,0.000066,0,0,0,0,0,0,0,0.001425,0,0,35703,0.001491,0
configure network interfaces,cardbus,4,26,0,0,0,0.000625,0,0,0,0,0,0.027506,0,0,0,0,1356,0.028131,0
configure network interfaces,rpcbind,8,44,6,0,0,0.000616,0,0,0,0,0,0,0,0.004942,0.006988,0,2088,0.012546,0
configure network interfaces,iscsictl,8,3,4,0,0,0.000294,0,0,0,0,0,0,0,0.001735,0,0,3720,0.002029,0
configure wireless,wi,4,21,15,0,0.22642,0.007146,0,0,0,0,0,0,0,0.109091,0.516449,0,2388,0.859104,0
configure wireless,wiconfig,8,7,6,0,0.157892,0.000849,0,0,0,0,0,0,0,0,0.622654,0,1296,0.781394,1
configure wireless,dhcpcd-run-hooks,8,11,4,0,0.157892,0.001135,0,0,0.539923,0,0,0,0,0.00168,0,0,2324,0.70063,1
configure wireless,iwm,4,1,5,0,0.614396,0.020684,0,0,0,0,0,0,0,0,0,0,204,0.63508,0
configure wireless,ipwctl,8,1,4,0,0.4126,0.00745,0,0,0,0,0,0,0,0,0,0,396,0.42005,1
configure wireless,wpi,4,0,8,0,0.37663,0.002458,0,0,0,0,0,0,0,0,0,0,1904,0.379087,0
configure wireless,iwictl,8,1,5,0,0.321293,0.007568,0,0,0,0,0,0,0,0,0,0,200,0.328861,1
configure wireless,atu,4,1,8,0,0.32305,0.002549,0,0,0,0,0,0,0,0,0,0,408,0.325599,0
configure wireless,atw,4,4,14,0,0.32305,0.001242,0,0,0,0,0,0,0,0,0,0,1052,0.324292,0
configure wireless,strip,4,7,16,0,0.32305,0.000165,0,0,0,0,0,0,0,0,0,0,1458,0.323215,0
configure wireless,ifconfig.if,5,47,13,0,0.105333,0.001318,0,0,0,0,0,0,0,0,0.009478,0,1456,0.116128,1
configure wireless,tcpdump,8,26,0,0,0,0.000057,0,0,0,0,0,0,0,0,0,0,17960,0.000057,0
configure wireless,run,4,2,12,0,0.188775,0.002612,0,0,0,0,0,0,0,0,0,0,1432,0.191387,0
configure wireless,usb,4,87,73,0,0,0.002217,0,0,0,0,0,0,0,0.041723,0,0,5096,0.04394,0
configure wireless,hostapd,8,14,18,0,0,0.003344,0,0,0,0,0,0,0,0.004103,0.007196,0,840,0.014643,0
copy fies,curses_input,3,19,0,0,0,0,0,0.144684,0,0,0,0,0,0.018275,0,0,5314,0.16296,0
copy fies,ssh,1,111,47,0,0,0.001064,0,0,0.078892,0,0,0,0,0,0,0,14820,0.079956,0
copy fies,mandoc,1,85,75,0,0,0.000161,0,0,0,0,0,0.021408,0,0.000975,0,0,14256,0.022544,0
copy fies,roff,7,50,94,0,0,0.001054,0,0,0,0,0,0,0,0,0.01048,0,15858,0.011534,0
copy fies,mail,1,19,0,0,0,0.000428,0,0,0,0,0,0,0,0.007862,0,0,19884,0.00829,0
copy fies,sshd,8,82,36,0,0,0.001461,0,0,0,0.004235,0,0,0,0,0,0,11260,0.005695,0
copy fies,terminfo,5,47,11,0,0,0.001113,0,0,0,0,0,0,0,0.004094,0,0,17874,0.005207,0
copy fies,tbl,1,7,0,0,0,0.001528,0,0,0,0,0,0,0,0,0,0,3418,0.001528,0
copy fies,less,1,2,0,0,0,0.000234,0,0,0,0,0,0,0,0,0,0,22104,0.000234,0
copy fies,ksh,1,10,0,0,0,0.000162,0,0,0,0,0,0,0,0,0,0,34742,0.000162,0
copy fies,tbl,1,7,0,0,0,0.001528,0,0,0,0,0,0,0,0,0,0,3418,0.001528,0
copy fies,terminfo,5,47,11,0,0,0.001113,0,0,0,0,0,0,0,0.004094,0,0,17874,0.005207,0
copy fies,sshd,8,82,36,0,0,0.001461,0,0,0,0.004235,0,0,0,0,0,0,11260,0.005695,0
copy fies,less,1,2,0,0,0,0.000234,0,0,0,0,0,0,0,0,0,0,22104,0.000234,0
copy fies,tbl,1,7,0,0,0,0.001528,0,0,0,0,0,0,0,0,0,0,3418,0.001528,0
copy files,file,1,9,15,41.214774,0.090516,0.000335,0,0,0.16199,0.009934,0,0,0,0.00249,0.005564,0,5590,41.485602,0
copy files,fetchMakeURL,3,0,0,0,0.090516,0.000107,11.240393,0.037974,0.0089,0,0,0,0,0.000679,0,0,4758,11.378569,1
copy files,extattr_copy_file,3,1,0,0,0.556076,0.003349,0,0,0,0,0,0,8.242955,0,0,0,312,8.80238,1
copy files,cp,1,6,8,0,2.463565,0.002646,0,0,0,0,0,0,0,0.017968,0,0,1728,2.484178,1
copy files,rcp,1,3,11,0,1.653357,0.001431,0,0,0,0,0,0,0,0.002158,0,0,654,1.656947,1
copy files,scp,1,5,18,0,1.609254,0.001221,0,0,0,0,0,0,0,0.012937,0.009563,0,1276,1.632975,1
copy files,cpio,1,5,8,0,0.832243,0.001613,0,0,0,0,0.33533,0,0,0.010615,0,0,2332,1.1798,1
copy files,pax,1,23,19,0,0.556076,0.000806,0,0,0,0,0.583334,0,0,0.005892,0,0,10048,1.146108,1
copy files,dd,1,15,14,0,0.997349,0.000473,0,0,0,0,0,0,0,0.00496,0.074619,0,4270,1.077401,0
copy files,rndc-confgen,8,0,0,0,0,0.00031,0,0,0,0,0,0,0,0,0,0,1032,0.00031,0
copy files,MD4Init,3,0,0,0,0,0.000454,0,0,0,0,0,0,0,0,0,0,956,0.000454,0
copy files,event,3,0,0,0,0,0.000053,0,0,0,0,0,0,0,0,0,0,8772,0.000053,0
copy files,crypto,4,12,0,0,0,0.000079,0,0,0,0,0,0,0,0.001603,0,0,4892,0.001683,0
copy files,SSL_CTX_use_certificate,3,0,0,0,0,0.000212,0,0,0,0,0,0,0,0,0,0,1666,0.000212,0
copy strings,copy,9,4,0,62.234068,0.595541,0.004096,0,0.498674,0,0,0,0,0,0.069991,0,0,804,63.402371,1
copy strings,stpcpy,3,1,0,0,2.833576,0.002436,0,0,0,0,0,0,0,0,0,0,372,2.836012,1
copy strings,memmove,9,5,1,0,1.903495,0.009338,0,0,0,0,0,0,0,0,0.821138,0,122,2.73397,1
copy strings,memmove,3,9,4,0,1.903495,0.007737,0,0,0,0,0,0,0,0,0.535166,0,140,2.446398,1
copy strings,bcopy,3,8,7,0,1.903495,0.004103,0,0,0,0,0,0,0,0,0.224672,0,174,2.13227,1
copy strings,memcpy,9,6,2,0,1.903495,0.007737,0,0,0,0,0,0,0,0,0,0,120,1.911232,1
copy strings,memcpy,3,10,5,0,1.903495,0.006605,0,0,0,0,0,0,0,0,0,0,216,1.9101,1
copy strings,bcopy,9,1,7,0,1.903495,0.005111,0,0,0,0,0,0,0,0,0,0,198,1.908606,1
copy strings,rcp,1,3,11,0,1.575546,0.001428,0,0,0,0,0,0,0,0,0,0,654,1.576974,0
copy strings,memccpy,3,6,4,0,1.149126,0.007495,0,0,0,0,0,0,0,0,0,0,158,1.156621,1
copy strings,lvm.conf,5,0,0,0,0,0.000492,0,0,0,0,0,0,0,0,0,0,4992,0.000492,0
copy strings,mount_procfs,8,7,7,0,0,0.000248,0,0,0,0,0,0,0,0.000742,0,0,2418,0.00099,0
copy strings,uniq,1,4,1,0,0,0.000855,0,0,0,0,0,0,0,0,0,0,620,0.000855,0
copy strings,ex,1,12,0,0,0,0.000196,0,0,0,0,0,0,0,0,0,0,9788,0.000196,0
copy strings,dhcpcd,8,15,17,0,0,0.000083,0,0,0,0,0,0,0,0,0,0,7214,0.000083,0
count,wc,1,2,3,0,1.119834,0.000326,0,0,0,0,0,0,0,0,0,0,431,1.12016,1
count,roundup,9,1,3,0,1.119834,0,0,0,0,0,0,0,0,0,0,0,135,1.119834,1
count,tvtohz,9,3,6,0,0.937004,0,0,0,0,0,0,0,0,0,0,0,62,0.937004,1
count,ts2timo,9,0,2,0,0.937004,0,0,0,0,0,0,0,0,0,0,0,145,0.937004,1
count,cksum,1,7,0,0,0.937004,0,0,0,0,0,0,0,0,0,0,0,1150,0.937004,1
count,ldap_first_entry,3,0,0,0,0.805495,0.000215,0,0,0,0,0,0,0,0,0,0,246,0.805709,0
count,anvil,8,0,0,0,0.805495,0.000146,0,0,0,0,0,0,0,0,0,0,822,0.805641,0
count,popcount,3,1,0,0,0.628948,0,0,0,0,0,0,0,0,0,0,0,42,0.628948,1
count,quot,8,2,6,0,0,0.000551,0,0,0.337597,0,0,0,0,0.008703,0,0,328,0.346851,0
count,pstat,8,12,15,0,0,0.000088,0,0,0.337597,0,0,0,0,0.001828,0,0,1512,0.339513,0
count,ldapsearch,1,0,0,0,0,0.000027,0,0,0,0,0,0,0,0,0,0,1468,0.000027,0
count,dmsetup,8,1,0,0,0,0.000066,0,0,0,0,0,0,0,0,0,0,1203,0.000066,0
count,flex,1,0,0,0,0,0.000023,0,0,0,0,0,0,0,0,0,0,15397,0.000023,0
count,scsi,4,63,0,0,0,0.000133,0,0,0,0,0,0,0,0,0,0,1177,0.000133,0
count,menuc,1,0,1,0,0,0.00002,0,0,0,0,0,0,0,0,0,0,2139,0.00002,0
count lines ,editline,3,19,0,0,0.287435,0.000241,14.823429,0,0,0,0,0,0,0.001754,0.025426,0,7164,15.138285,0
count lines ,wc,1,2,3,0,2.858976,0.001095,0,0,0,0,0,0,0,0.006894,0,0,862,2.866965,1
count lines ,quot,8,2,6,0,0,0.001397,0,0,0.762971,0,0,0,0,0.021907,0,0,656,0.786274,0
count lines ,pstat,8,12,15,0,0,0.000307,0,0,0.762971,0,0,0,0,0.004444,0,0,3024,0.767722,0
count lines ,df,1,21,12,0,0,0.000574,0,0,0.665154,0,0,0,0,0.009016,0,0,1556,0.674743,0
count lines ,du,1,5,7,0,0,0.000755,0,0,0.665154,0,0,0,0,0.001795,0,0,1024,0.667704,0
count lines ,update-binfmts,8,0,1,0,0,0.000133,0,0,0,0,0.644497,0,0,0.004603,0,0,2792,0.649232,0
count lines ,zpool,1M,0,0,0,0,0.00009,0,0,0,0,0.560887,0,0,0,0,0,6758,0.560977,0
count lines ,zfs,1M,0,0,0,0,0.000048,0,0,0,0,0.560887,0,0,0,0,0,12630,0.560935,0
count lines ,gre,4,2,19,0,0,0.000025,0,0,0,0,0,0,0,0,0.537637,0,1616,0.537662,0
count lines ,zstty,4,5,0,0,0,0.000956,0,0,0,0,0,0,0,0,0,0,494,0.000956,0
count lines ,ifconfig,8,394,41,0,0,0.000053,0,0,0,0,0,0,0,0,0.000989,0,12336,0.001041,0
count lines ,robots,6,0,1,0,0,0.000184,0,0,0,0,0,0,0,0,0,0,1460,0.000184,0
count lines ,gcov,1,0,0,0,0,0.000883,0,0,0,0,0,0,0,0,0,0,5790,0.000883,0
count lines ,ippool,5,0,0,0,0,0.000055,0,0,0,0,0,0,0,0,0,0,4484,0.000055,0
count of lines,editline,3,19,0,0,0.360567,0.00034,18.594934,0,0,0,0,0,0,0.002419,0.033517,0,10746,18.991777,0
count of lines,wc,1,2,3,0,3.586381,0.001501,0,0,0,0,0,0,0,0.011669,0,0,1293,3.599551,1
count of lines,pstat,8,12,15,0,0,0.000494,0,0,0.985531,0.057468,0,0,0,0.006438,0,0,4536,1.049931,0
count of lines,quot,8,2,6,0,0,0.001873,0,0,0.985531,0,0,0,0,0.028881,0,0,984,1.016285,0
count of lines,update-binfmts,8,0,1,0,0.073498,0.000222,0,0,0,0,0.808475,0,0,0.006201,0,0,4188,0.888396,0
count of lines,df,1,21,12,0,0,0.000774,0,0,0.859205,0,0,0,0,0.011823,0.002207,0,2334,0.874009,0
count of lines,du,1,5,7,0,0,0.001001,0,0,0.859205,0,0,0,0,0.002477,0,0,1536,0.862683,0
count of lines,zpool,1M,0,0,0,0,0.000181,0,0,0,0,0.703592,0,0,0,0,0,10137,0.703774,0
count of lines,zfs,1M,0,0,0,0,0.000119,0,0,0,0,0.703592,0,0,0,0,0,18945,0.703712,0
count of lines,gre,4,2,19,0,0,0.000094,0,0,0,0,0,0,0,0.000332,0.674428,0,2424,0.674854,0
count of lines,options,4,62,273,0,0,0.000085,0,0,0,0,0,0,0,0.001944,0.001547,0,43515,0.003575,0
count of lines,roff,7,50,94,0,0,0.000353,0,0,0,0,0,0,0,0.000703,0.004202,0,23787,0.005257,0
count of lines,uvm,9,28,17,0,0,0.000455,0,0,0,0,0,0,0,0,0.001188,0,8913,0.001642,0
count of lines,ifconfig,8,394,41,0,0,0.000119,0,0,0,0,0,0,0,0.000576,0.001761,0,18504,0.002456,0
count of lines,execve,2,70,28,0,0,0.00027,0,0,0,0,0,0,0.003044,0.000477,0.002033,0,5079,0.005824,0
cp,cp,1,6,8,14.245973,0,0.004392,0,0,0,0,14.245973,0,0,0,0,0,864,28.496337,1
cp,fincore,1,0,1,0,0,0,0,0,0,0,0,0,0,0.401295,0,0,121,0.401295,0
cp,compat_sunos,8,1,2,0,0,0.004037,0,0,0,0,0,0,0,0.168591,0,0,351,0.172628,0
cp,sa,8,4,4,0,0,0.000869,0,0,0,0,0,0,0,0.029897,0,0,1130,0.030766,0
cp,skpc,9,0,0,0,0,0.012431,0,0,0,0,0,0,0,0,0,0,50,0.012431,0
cp,scanc,9,0,0,0,0,0.007211,0,0,0,0,0,0,0,0,0,0,93,0.007211,0
cp,mv,1,4,4,0,0,0.002487,0,0,0,0,0,0,0,0,0,0,319,0.002487,1
cp,unvis,3,6,0,0,0,0.001996,0,0,0,0,0,0,0,0,0,0,757,0.001996,0
cp,puc,4,4,3,0,0,0.001719,0,0,0,0,0,0,0,0,0,0,1055,0.001719,0
cp,compat_ultrix,8,0,3,0,0,0.001331,0,0,0,0,0,0,0,0,0,0,306,0.001331,0
cp,atf-formats,5,6,3,0,0,0.000378,0,0,0,0,0,0,0,0,0,0,1106,0.000378,0
