query,name,section,rank,indegree,outdegree,w_name,w_name_desc,w_desc,w_lib,w_return_vals,w_env,w_files,w_exit_status,w_diagnostics,w_errors,w_special_keywords,w_xr_context,w_machine,w_doclen,w_total
create,creat,3,4,4,2,1,0.547489,0.500258,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.535396,0.5,0.5,49,0.632197
create,dev_mkdb,8,2,4,8,0.5,0.5631,0.500079,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.501226,0.5,0.5,188,0.62354
create,cdbw_open,3,2,0,0,0.5,0.5631,0.500049,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,234,0.623519
create,cap_mkdb,1,2,4,6,0.5,0.5631,0.500016,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,382,0.623518
create,fork,2,2,78,14,0.5,0.547489,0.50002,0.5,0.506507,0.5,0.5,0.5,0.5,0.505152,0.5,0.500881,0.5,906,0.623467
create a filesystem,mount_union,8,2,7,12,0.5,0.934735,0.500821,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.500299,0.5,0.5,1419,0.629747
create a filesystem,hier,7,2,4,152,0.5,0.934735,0.500364,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.502193,0.5,0.5,14703,0.629771
create a filesystem,quotacheck,8,0,13,11,0.5,0.881371,0.50162,0.5,0.5,0.5,0.804115,0.5,0.5,0.5,0.517141,0.5,0.5,1755,0.634206
create a filesystem,installboot,8,0,38,22,0.5,0.737897,0.500679,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.50185,0.5,2151,0.626487
create a filesystem,installboot,8,0,38,22,0.5,0.737897,0.500538,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.500157,0.50185,0.5,1380,0.626487
create a filesystem,newfs,8,4,42,25,0.5,0.510305,0.500617,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.504308,0.530565,0.5,5898,0.623228
create a filesystem,newfs_lfs,8,4,8,5,0.5,0.508589,0.500888,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.510128,0.542785,0.5,2487,0.623506
create a filesystem,newfs_ext2fs,8,4,2,16,0.5,0.508589,0.500415,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.502468,0.744927,0.5,3720,0.626753
create a filesystem,newfs_v7fs,8,4,1,5,0.5,0.506442,0.501049,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.510167,0.5,0.5,897,0.622756
create a filesystem,newfs_msdos,8,4,4,6,0.5,0.506442,0.500442,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.503879,0.5,0.5,2661,0.62264
create a process,fork,2,4,78,14,0.5,0.725738,0.500619,0.5,0.572009,0.5,0.5,0.5,0.5,0.523167,0.5049,0.509096,0.5,2718,0.628075
create a process,fork1,9,4,5,8,0.5,0.725738,0.500453,0.5,0.519591,0.5,0.5,0.5,0.5,0.5,0.504733,0.5,0.5,2025,0.626655
create a process,timer_create,2,2,7,11,0.5,0.685577,0.500386,0.5,0.526153,0.5,0.5,0.5,0.5,0.526437,0.501768,0.517994,0.5,807,0.626785
create a process,posix_spawn,3,4,9,0,0.5,0.655961,0.50038,0.5,0.537758,0.5,0.5,0.5,0.5,0.504701,0.500388,0.5,0.5,5649,0.625797
create a process,_lwp_create,2,4,7,6,0.5,0.657051,0.5003,0.5,0.502862,0.5,0.5,0.5,0.5,0.515027,0.503598,0.502868,0.5,1032,0.625505
create directory,mkdir,1,4,2,6,0.5,0.830156,0.500593,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.514376,0.5,0.5,368,0.628235
create directory,chroot,2,0,35,1,0.5,0.743285,0.500674,0.5,0.5,0.5,0.5,0.5,0.5,0.505501,0.501058,0.517485,0.5,1350,0.626947
create directory,ls,1,1,31,14,0.5,0.743285,0.500121,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.500771,0.500873,0.5,4078,0.626564
create directory,mkdir,2,4,8,0,0.5,0.689832,0.500735,0.5,0.5,0.5,0.5,0.5,0.5,0.517355,0.502615,0.519937,0.5,1082,0.62632
create directory,config,1,0,171,7,0.5,0.689832,0.500252,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.500589,0.500155,0.5,4346,0.625657
create new directory,fork1,9,0,5,8,0.5,0.891989,0.500206,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.501201,0.5,0.5,2025,0.62904
create new directory,chroot,2,0,35,1,0.5,0.831906,0.501294,0.5,0.5,0.5,0.5,0.5,0.5,0.508275,0.501592,0.526289,0.5,2025,0.628639
create new directory,clone,2,0,2,0,0.5,0.780606,0.500224,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1626,0.627162
create new directory,newfs,8,1,42,25,0.5,0.780606,0.50016,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.501371,0.506644,0.5,5898,0.627294
create new directory,mkdir,2,4,8,0,0.5,0.768952,0.501105,0.5,0.5,0.5,0.5,0.5,0.5,0.534921,0.50631,0.52997,0.5,1623,0.62817
create new file,creat,3,4,4,2,1,0.899005,0.500726,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.598394,0.5,0.5,147,0.639062
create new file,file,9,2,7,0,1,0.521975,0.500208,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.500873,0.506678,0.5,3021,0.631309
create new file,fork,2,0,78,14,0.5,0.890959,0.500201,0.5,0.518289,0.5,0.5,0.5,0.5,0.533591,0.502424,0.507487,0.5,2718,0.630032
create new file,fork1,9,0,5,8,0.5,0.890959,0.500156,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.500117,0.5,0.5,2025,0.629004
create new file,UI_new,3,0,0,0,0.5,0.890279,0.500145,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2673,0.62899
create process,fork,2,4,78,14,0.5,0.655087,0.500415,0.5,0.549262,0.5,0.5,0.5,0.5,0.516118,0.503265,0.505584,0.5,1812,0.626308
create process,fork1,9,4,5,8,0.5,0.655087,0.500305,0.5,0.513629,0.5,0.5,0.5,0.5,0.5,0.503292,0.5,0.5,1350,0.625347
create process,timer_create,2,2,7,11,0.5,0.625704,0.500253,0.5,0.518198,0.5,0.5,0.5,0.5,0.517594,0.50123,0.512517,0.5,538,0.625401
create process,_lwp_create,2,4,7,6,0.5,0.605528,0.5002,0.5,0.5,0.5,0.5,0.5,0.5,0.510452,0.502502,0.5,0.5,688,0.624449
create process,posix_spawn,3,4,9,0,0.5,0.599057,0.500258,0.5,0.525685,0.5,0.5,0.5,0.5,0.50327,0.50027,0.5,0.5,3766,0.624615
create socket,socket,2,4,81,32,1,0.574925,0.500622,0.5,0.608929,0.5,0.5,0.5,0.5,0.531385,0.50995,0.505158,0.5,2716,0.634649
create socket,socketpair,2,3,9,5,0.5,0.75583,0.502138,0.5,0.5,0.5,0.5,0.5,0.5,0.506641,0.502243,0.5,0.5,434,0.626928
create socket,accept,2,3,21,0,0.5,0.707265,0.500684,0.5,0.576137,0.5,0.5,0.5,0.5,0.51703,0.504694,0.511163,0.5,1776,0.627765
create socket,connect,2,3,40,9,0.5,0.707265,0.501469,0.5,0.5,0.5,0.5,0.5,0.5,0.514848,0.503737,0.509493,0.5,1952,0.626426
create socket,bind,2,3,39,6,0.5,0.707265,0.501317,0.5,0.5,0.5,0.5,0.5,0.5,0.509076,0.502938,0.513168,0.5,1884,0.626375
create temporary file,tempnam,3,4,1,0,0.5,0.999996,0.501967,0.5,0.519687,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2043,0.631175
create temporary file,mktemp,1,4,1,6,0.5,0.99957,0.503228,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.52244,0.5,0.5,2223,0.631235
create temporary file,mktemp,3,4,11,0,0.5,0.996364,0.501111,0.5,0.529062,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1914,0.631256
create temporary file,getfh,2,0,3,3,0.5,0.5297,0.500102,0.5,0.5,0.5,0.5,0.5,0.5,0.60353,0.511655,0.5,0.5,1089,0.62489
create temporary file,dhcpd.conf,5,0,6,0,0.5,0.5297,0.500058,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,52563,0.622959
cron,cron,8,4,26,7,1,0.817261,0.50502,0.5,0.5,0.5,0.713361,0.5,0.5,0.5,0.540583,0.525614,0.5,867,0.640769
cron,crontab,5,3,8,12,0.5,0.96181,0.50135,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1523,0.630202
cron,crontab,1,3,5,5,0.5,0.79461,0.503904,0.5,0.5,0.5,0.587935,0.5,0.5,0.5,0.567409,0.5,0.5,488,0.630047
cron,atrun,8,3,2,10,0.5,0.5,0.502434,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,190,0.6225
cron,ac,8,2,7,7,0.5,0.5,0.500584,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,328,0.622469
crunchgen,crunchgen,1,4,4,5,0.999994,0.5,0.505208,0.5,0.5,0.543987,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1370,0.631633
crunchgen,crunchide,1,3,1,4,0.5,0.5,0.503058,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,122,0.622511
crunchgen,rescue,8,3,5,5,0.5,0.5,0.501207,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,320,0.62248
csf,CSF,9,4,0,7,0.999429,0.5,0.502278,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,701,0.630843
csf,sched_m2,9,2,3,5,0.5,0.5,0.508723,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,84,0.622606
csf,pthread_attr_getscope,3,3,2,2,0.5,0.5,0.503576,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,228,0.622519
csf,sched_4bsd,9,4,5,6,0.5,0.5,0.503135,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,198,0.622512
csf,mi_switch,9,1,4,13,0.5,0.5,0.501946,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,318,0.622492
ct,ct,4,1,3,7,0.998081,0.5,0.504762,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,60,0.630862
ct,ct,4,2,3,7,0.998081,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,170,0.630783
ct,cec,4,3,0,6,0.5,0.5,0.506013,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,37,0.62256
ct,cs80bus,4,4,1,4,0.5,0.5,0.502722,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,51,0.622505
ct,irdaattach,8,1,2,4,0.5,0.5,0.501127,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.506672,0.5,0.5,351,0.62259
ctassert,CTASSERT,9,4,1,1,0.999995,0.5,0.555344,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.983144,0.5,0.5,97,0.639727
ctassert,KASSERT,9,2,4,0,0.5,0.5,0.506123,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,234,0.622562
curlwp,rump_lwproc,3,2,0,3,0.5,0.5,0.507487,0.5,0.683903,0.5,0.5,0.5,0.5,0.5,0.546725,0.5,0.5,651,0.626448
curlwp,curproc,9,4,2,0,0.5,0.5,0.503377,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.604031,0.5,0.5,112,0.624261
curlwp,cpu_switchto,9,2,10,9,0.5,0.5,0.502725,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,363,0.622505
curlwp,namei,9,2,15,0,0.5,0.5,0.500242,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1538,0.622463
curlwp,ddb,4,2,67,17,0.5,0.5,0.500075,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.500607,0.5,0.5,5647,0.622471
curses_input,curses_input,3,4,19,0,0.999995,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2657,0.630815
curses_input,curses,3,3,61,230,0.5,0.5,0.507196,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.508264,0.5,0.5,1773,0.622719
curses_input,curses_keyname,3,2,2,0,0.5,0.5,0.503605,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,147,0.62252
cut,cut,1,4,3,1,0.999999,0.5,0.50052,0.5,0.5,0.5,0.5,0.999999,0.5,0.5,0.5,0.5,0.5,309,0.639101
cut,cribbage,6,2,0,1,0.5,0.5,0.502497,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.510361,0.5,0.5,692,0.622675
cut,colrm,1,3,1,4,0.5,0.5,0.501282,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,117,0.622481
cut,clog,3,2,2,0,0.5,0.5,0.501121,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,173,0.622478
cut,csqrt,3,2,2,0,0.5,0.5,0.501121,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,161,0.622478
cvs compress,cvs,1,3,5,0,1,0.5,0.501072,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,33356,0.630833
cvs compress,mk.conf,5,0,1,44,0.5,0.5,0.500023,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,7694,0.62246
cv_wait,cv,9,4,0,0,0.5,0.5,0.502838,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.554891,0.5,0.5,761,0.623428
cv_wait,ltsleep,9,2,2,0,0.5,0.5,0.500979,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.50529,0.5,0.5,884,0.622565
cv_wait,mi_switch,9,2,4,13,0.5,0.5,0.500812,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,318,0.622473
cv_wait,malloc,9,2,24,0,0.5,0.5,0.500323,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,963,0.622465
cv_wait,pool_init,9,2,0,0,0.5,0.5,0.50022,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1252,0.622463
daemon,daemon,3,4,5,4,1,0.5,0.500792,0.5,0.5,0.5,0.5,0.5,0.5,0.628454,0.6363,0.5,0.5,245,0.635221
daemon,altqd,8,3,15,4,0.5,0.652158,0.500203,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,331,0.625013
daemon,RAND_egd,3,3,0,0,0.5,0.578324,0.500416,0.5,0.741001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,434,0.627811
daemon,lwresd,8,3,0,0,0.5,0.603596,0.500125,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,640,0.624199
daemon,wsmoused,8,3,7,18,0.5,0.603596,0.500114,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.508146,0.5,665,0.624335
date,date,1,4,16,17,1,0.725038,0.500718,0.5,0.5,0.778751,0.564212,0.5,0.593082,0.5,0.507833,0.552613,0.5,804,0.642746
date,parsedate,3,3,3,3,0.5,0.870784,0.500207,0.5,0.774201,0.5,0.5,0.5,0.5,0.5,0.502194,0.5,0.5,654,0.633263
date,strftime,3,3,31,0,0.5,0.808851,0.500178,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.502162,0.521715,0.5,1451,0.628031
date,ftime,3,3,0,7,0.5,0.808851,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,119,0.62763
date,asctime,3,3,1,0,0.5,0.808851,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1891,0.62763
dbcool,dbcool,4,4,2,0,1,0.962144,0.505551,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,852,0.63856
dbcool,iic,4,1,33,29,0.5,0.5,0.509582,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.590893,0.5,0.5,472,0.624144
dbcool,envstat,8,1,81,38,0.5,0.5,0.502116,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1152,0.622495
dc,dc,1,4,1,0,1,0.5,0.5003,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1965,0.63082
dc,SSL_alert_type_string,3,0,0,0,0.5,0.5,0.5,0.5,0.510304,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1038,0.622632
dc,ug,4,2,2,4,0.5,0.5,0.504361,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.511719,0.5,0.5,203,0.622729
dc,nsclpcsio,4,2,1,5,0.5,0.5,0.503767,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.51566,0.5,0.5,255,0.622785
dc,finsio,4,2,1,3,0.5,0.5,0.503348,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.51179,0.5,0.5,217,0.622713
dd,dd,1,4,15,14,1,0.5,0.500527,0.5,0.5,0.5,0.5,0.958886,0.5,0.5,0.5,0.5,0.5,2135,0.638424
ddb,ddb,4,4,67,17,0.999999,0.5,0.500343,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5647,0.630821
ddb,setjmp,9,2,1,0,0.5,0.5,0.501449,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,81,0.622484
ddb,panic,9,3,8,12,0.5,0.5,0.501079,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,349,0.622477
ddb,crash,8,3,7,18,0.5,0.5,0.500601,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,199,0.622469
ddb,dbsym,8,2,1,5,0.5,0.5,0.500569,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,268,0.622469
dead,hilkbd,4,2,1,7,0.5,0.5,0.502029,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,150,0.622493
dead,pckbd,4,2,14,10,0.5,0.5,0.501328,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,537,0.622482
dead,pcap_fileno,3,2,0,0,0.5,0.5,0.501048,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,100,0.622477
dead,pppoectl,8,2,3,0,0.5,0.5,0.500293,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1573,0.622464
dead,wskbd,4,2,30,10,0.5,0.5,0.500237,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,661,0.622463
__dead,attribute,3,3,6,16,0.5,0.5,0.501654,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1385,0.622487
delta,adjtime,2,2,19,8,0.5,0.5,0.501106,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,464,0.622478
delta,atomic_add,3,2,2,0,0.5,0.5,0.501106,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,101,0.622478
delta,rcsfile,5,3,1,0,0.5,0.5,0.500824,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,690,0.622473
delta,krb5_timeofday,3,2,0,0,0.5,0.5,0.500784,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,133,0.622472
delta,timecounter,9,2,16,0,0.5,0.5,0.500396,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,639,0.622466
devices,drum,4,3,1,0,0.5,0.523187,0.500044,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,55,0.622849
devices,ioctl,2,3,313,9,0.5,0.523187,0.500011,0.5,0.5,0.5,0.5,0.5,0.5,0.504512,0.5,0.500328,0.5,2368,0.62293
devices,makedev,3,3,0,0,0.5,0.515474,0.500119,0.5,0.525108,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,128,0.623142
devices,zero,4,3,2,0,0.5,0.515474,0.500195,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.504924,0.5,22,0.622805
devices,null,4,3,4,0,0.5,0.515474,0.500145,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.501037,0.5,54,0.622739
df,df,1,4,21,12,1,0.5,0.500483,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,778,0.630823
df,SSL_alert_type_string,3,0,0,0,0.5,0.5,0.5,0.5,0.511429,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1038,0.622651
df,perfuse_mount,2,2,0,0,0.5,0.5,0.502689,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,235,0.622504
df,fusermount,8,2,0,7,0.5,0.5,0.501665,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,236,0.622487
df,getbsize,3,1,4,6,0.5,0.5,0.501058,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,148,0.622477
dhclient,dhclient,8,4,6,0,0.996773,0.5,0.501132,0.5,0.5,0.5,0.818866,0.5,0.5,0.5,0.5,0.5,0.5,2310,0.636069
dhclient,dhclient.leases,5,3,0,0,0.960266,0.5,0.50201,0.5,0.5,0.5,0.818866,0.5,0.5,0.5,0.5,0.5,0.5,117,0.635479
dhclient,dhclient-script,8,3,0,0,0.960266,0.5,0.500938,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1568,0.630169
dhclient,dhclient.conf,5,3,2,0,0.960266,0.5,0.500263,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4340,0.630158
dhclient,omshell,1,1,0,0,0.5,0.5,0.500169,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1609,0.622462
dhcpcd,dhcpcd.conf,5,3,9,17,0.998465,0.999988,0.501089,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.502773,0.5,0.5,4537,0.639131
dhcpcd,dhcpcd,8,4,15,17,0.999988,0.5,0.501546,0.5,0.5,0.5,0.537721,0.5,0.5,0.5,0.508528,0.5,0.5,3607,0.631609
dhcpcd,dhcpcd-run-hooks,8,3,11,4,0.989379,0.5,0.503101,0.5,0.5,0.578612,0.571034,0.5,0.5,0.5,0.514471,0.5,0.5,1162,0.633416
dhcpcd,rtsold,8,2,2,1,0.5,0.5,0.502285,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,55,0.622498
dhcpcd,ifconfig.if,5,2,47,13,0.5,0.5,0.500408,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,728,0.622466
dhcpcd-run-hooks,dhcpcd.conf,5,3,9,17,1,1,0.504539,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.512406,0.5,0.5,13611,0.639372
dhcpcd-run-hooks,dhcpcd-run-hooks,8,4,11,4,1,0.5,0.517782,0.5,0.5,0.924366,0.990935,0.5,0.5,0.5,0.564063,0.502466,0.5,3486,0.647282
dhcpcd-run-hooks,dhcpcd,8,3,15,17,1,0.5,0.506807,0.5,0.5,0.5,0.698885,0.5,0.5,0.5,0.545541,0.542484,0.5,10821,0.635687
dhcpcd-run-hooks,afterboot,8,2,1,152,0.5,0.5,0.500586,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.500437,0.5,0.5,12480,0.622476
_diagassert,_DIAGASSERT,3,4,4,9,0.99999,0.5,0.513532,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.578953,0.5,0.5,325,0.632352
_diagassert,assert,3,2,3,5,0.5,0.5,0.508446,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,125,0.622601
_diagassert,environ,7,2,45,57,0.5,0.5,0.502844,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.504062,0.5,0.5,1146,0.622575
_diagassert,GCQ_INIT,3,2,0,0,0.5,0.5,0.500668,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1212,0.622471
diff,sdiff,1,3,1,7,0.5,0.985997,0.502266,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.574807,0.5,0.5,498,0.631863
diff,diff,1,4,14,0,1,0.5,0.500675,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,698,0.630826
diff,patch,1,3,1,4,0.5,0.927749,0.501094,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3266,0.62963
diff,zcmp,1,1,0,0,0.5,0.5,0.501511,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,222,0.622485
diff,diff3,1,3,2,0,0.5,0.5,0.500848,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,178,0.622474
dig,dig,1,4,2,0,0.999383,0.5,0.500868,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3045,0.630819
dig,dnssec-dsfromkey,8,2,0,0,0.5,0.5,0.500355,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,402,0.622465
dig,getaddrinfo,1,2,0,23,0.5,0.5,0.500344,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,443,0.622465
dig,delv,1,2,0,0,0.5,0.5,0.500096,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1967,0.622461
dig,host,1,2,0,0,0.5,0.5,0.50007,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,905,0.622461
diocgsectorsize,disk,9,3,1,0,0.5,0.5,0.50227,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.511711,0.5,0.5,2202,0.622694
dir,install-info,1,1,0,0,0.5,0.990337,0.501231,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,287,0.630675
dir,mtree,5,2,2,6,0.5,0.96103,0.500049,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,968,0.630167
dir,krb5-config,1,2,0,1,0.5,0.5,0.501393,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,215,0.622483
dir,sysinst,8,2,0,5,0.5,0.5,0.500754,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.528824,0.5,0.5,554,0.622956
dir,info,1,2,0,0,0.5,0.5,0.500635,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,222,0.62247
dirname,dirname,3,4,2,2,1,0.5,0.514114,0.5,0.936667,0.5,0.5,0.5,0.5,0.5,0.756351,0.5,0.5,135,0.642498
dirname,basename,1,3,7,0,0.5,0.5,0.516806,0.5,0.5,0.5,0.5,0.908031,0.5,0.5,0.5,0.5,0.5,146,0.629564
dirname,basename,3,3,2,2,0.5,0.5,0.50469,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,109,0.622538
dirname,chroot,2,2,35,1,0.5,0.5,0.504578,0.5,0.5,0.5,0.5,0.5,0.5,0.56292,0.50696,0.5,0.5,675,0.623708
dirname,gettext,3,2,9,0,0.5,0.5,0.502071,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.508993,0.5,0.5,974,0.622645
disable ipv6,ndp,8,3,0,2,0.5,0.81317,0.500307,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.502786,0.5,0.5,2036,0.627753
